text,date,lang,link,likes_count,comments_count,word_count
"They’re trying to rush with the rebuilding process of the power lines and are doing ‘half-jobs’. Generators keep exploding once the power is back & the old/broke  lines are not being taken out appropriately. Certain streets in Villa Blanca (Caguas) have had power before others just because families of government officials live there, but the rest of the neighborhood had to wait a month or so more to start getting trucks in to fix the power lines. I speak on behalf of my family that lives in Caguas and has witnessed these things.",3/17/2018,en,No,0,0,93
I was there last week and drove by the grid of Palo Seco only seeing it from the outside give you a good idea of how archaic is the structure and hole thing. Show it to the ppl let them see it. ��,3/17/2018,en,No,0,0,43
Good luck,3/17/2018,en,No,0,0,2
"You’re the Man, David! ����❤️U",3/17/2018,en,No,0,0,5
Barrio Guaraguao arriba still without power! A lot of looters . People unable to leave their home alone for fear!,3/17/2018,en,No,0,0,20
"THANK YOU, DAVID!!!",3/17/2018,en,No,0,0,3
Go to utuado and arecibo,3/17/2018,en,No,0,0,5
"Please find out why the government is claiming that over 90% of customers have been reestablished when what you see is the opposite. You can also visit  Las Piedras where there is people without power since hurricane Irma (there’s places like that all over the island), specifically barrio Sabana sector Los Melendez nobody has visited these people including the mayor, and there are senior citizens, cancer patients under treatment, child’s suffering from this situation and looks like nobody cares.",3/17/2018,en,No,0,0,79
https://www.facebook.com/mariomoczo/posts/1968769170106800,3/17/2018,und,Yes,0,0,1
"Thank David, I appreciate, what you doing for the Puerto Rico people , great God bless you ,saludos",3/17/2018,en,No,0,0,18
"Thank you,  David, for your genuine caring.",3/17/2018,en,No,0,0,7
Godspeed!,3/17/2018,en,No,0,0,1
"35hrs!!!
There should be official reports that can help guide you journey.
God-speed.",3/17/2018,en,No,0,0,11
"Things are getting better in San Juan and the island's shores. But the center of the Island is another story. There are places that looks like the hurricane was yesterday. People without water and electricity. The help did not arrived where it was really needed. Lack of government coordination.  The churches, non profit organizations, and private citicens have done  more than many others. The Mountains  are desperatly crying for HELP!!!!",3/17/2018,en,No,0,0,70
"Castañer at La Vega, Punta Santiago, Adjuntas",3/17/2018,es,No,0,0,7
"East coast of the island. YABUCOA HUMACAO, specifically Punta Santiago where the ocean water flooded everybody's homes and still you go in to this community today and it's just looks like the Hurricane hit just yesterday.",3/17/2018,en,No,0,0,36
Vieques.   And just try to get a statement from the municipality.   They are MIA,3/17/2018,en,No,0,0,14
Carlos R.,3/17/2018,es,No,0,0,2
So greatful for all linemen in PR you are doing a great job god bless my family in Toa Alta got power on last night so greatful,3/17/2018,en,No,0,0,27
"yabucoa, oricovis el yunque focus on the eastern coast of the island i am sure you will have enough footage to show how slow progress there has been",3/17/2018,en,No,0,0,28
We need your help please.,3/17/2018,en,No,0,0,5
David please go to the mountains. Those people are still in desperate need of resources and minimal necessities.,3/17/2018,en,No,0,0,18
Have a safe trip David and God bless you ����,3/17/2018,en,No,0,0,10
Toda la Isla,3/17/2018,es,No,0,0,3
FEMA denied help to my elderly father in Ponce. His house is a mess and has mold. It has continued raining there and getting wet. He is there by himself. 85 years old and they couldn’t do anything for him!! Why do we have this programs in place if when you truly need them they are denying help!!??? Why pay taxes all your life if they are going to rob you this way?,3/17/2018,en,No,0,0,73
Margarita Perez Margie Vazquez Sandra Cruz Paco Torres,3/17/2018,ca,No,0,0,8
Hey David! I just got back from visiting the island.  I planned my trip before the hurricane hit. We drove to Lago Dos Bocas in Utuado.  Portable water is being taken to them. The roads are closed. We gave water to dogs that were following us around when we got out of the car.,3/17/2018,en,No,0,0,54
Check out Humacao and Fajardo who I believe were hardest hit and Toa Alta. How about El Yunque and Luquillo Beach. These are tourist attractions.,3/17/2018,en,No,0,0,25
"Thank you so much, David Begnaud, for not forgetting and moving on to the next story! My stepmother lives in Caguas. She’s had power but it still comes and goes; the same with the water. My father is in a nursing home in Caguas that just got power in late February.  I believe Yabucoa was still without power. I also know there are pockets without power in different areas of the island. Denisse Bay is a social worker in Puerto Rico that has been working with the people. She used to be a tv show producer and went back to social work to help the community because she saw a great need.",3/17/2018,en,No,0,0,112
Barranquitas,3/17/2018,es,No,0,0,1
"All of the money sent . All the food , clothes  ect and its at a crawl  .   Its disgusting  how they left those people  .  Then to take 113 million  dollars  and just give it away pissed EVERYONE off",3/17/2018,en,No,0,0,40
"Just got back too. My brother in Villalba doesn’t have electricity. Traffic lights are not working in most cities and people doesn’t follow up like a stop sign. Potholes everywhere. No lines, strips or marks on the pavement making it very difficult to drive at night without the lights in the utilities poles. People are very aggravated. I just hope the government could do more to help the island.",3/17/2018,en,No,0,0,69
Orocovis,3/17/2018,sk,No,0,0,1
Go to Yabucoa and Humacao,3/17/2018,en,No,0,0,5
"Hi David, looking forward to this visit and your report.  I'm from the West coast Añasco, they seem to be normal, no outages and people have water.  I always hear that YABUCOA was where the hurricane came in and people are still having many difficulties and its said that looks like the hurricane passed yesterday.  People in the mountains are the ones who are still suffering, many still without electricity.  Thank You David, Blessings!  Clara from NYC.",3/17/2018,en,No,0,0,77
Rincon!,3/17/2018,en,No,0,0,1
God bless you! Thanks for your help to my country. Be safe����✌������,3/17/2018,en,No,0,0,12
Please report on the problem of animal abandonment on the island. This has been a major problem for many years before the hurricane struck. The Humane Society of the US and other organizations are performing sterilization clinics throughout the island this year. The college of  veterinarians of Puerto Rico should have been doing more to address the overpopulation of cats and dogs. They should be going to the hard to reach towns to spay and neuter. They should also have worked with other national animal organizations many years ago. If they had Puerto Rico would look like a third world country with regards to it's inhumane treatment of animals. The dept. of tourism should also be working on this issue as many animal loving tourists are scarred after seeing the starving cats and dogs.,3/17/2018,en,No,0,0,134
